Age,M,F
0-4,3056119,2918037
5-9,3375159,3228729
10-14,3757999,3598945
15-19,4568510,4355258
20-24,5058755,4836722
25-29,4418072,4238031
30-34,4075719,3917049
35-39,3983436,3869391
40-44,4773621,4688485
45-49,5043953,4984648
50-54,4457861,4529074
55-59,3914532,4037082
60-64,3557931,3808487
65-69,2942503,3362432
70-74,1853194,2700055
75-79,1282364,2003420
80-84,845798,1479120
85-89,364651,750165
90-94,113303,276482
95-99,20724,64355
100+,1798,7290
