Age,M,F
0-4,4199826,4024761
5-9,3956124,3813346
10-14,4373819,4245684
15-19,5684192,5572333
20-24,4575441,4605051
25-29,4353549,4336821
30-34,4286666,4224761
35-39,3919786,3854681
40-44,3020918,3393554
45-49,2262981,2787592
50-54,2211240,2552092
55-59,1990958,2194243
60-64,1648893,1758324
65-69,1294810,1434320
70-74,844332,1031188
75-79,490152,697925
80-84,201455,365948
85-89,60812,142862
90-94,12827,35173
95-99,1628,5349
100+,91,392
