Age,M,F
0-4,4448760,4288858
5-9,5788807,5589893
10-14,4686303,4608530
15-19,4433460,4401743
20-24,4316659,4342598
25-29,3987049,3955501
30-34,3115415,3483187
35-39,2364701,2878186
40-44,2368152,2674440
45-49,2192252,2344327
50-54,1934918,1931011
55-59,1669689,1672495
60-64,1279538,1334268
65-69,957072,1092463
70-74,605553,815184
75-79,339084,536313
80-84,145111,263005
85-89,44680,95483
90-94,9023,23248
95-99,961,3364
100+,40,227
