Age,M,F
0-4,3002916,2872127
5-9,3032587,2903534
10-14,3275681,3138017
15-19,3713547,3548714
20-24,4382235,4178256
25-29,5053944,4831203
30-34,4446506,4289503
35-39,4104168,3983547
40-44,3914086,3830915
45-49,4391630,4356728
50-54,5232897,5214482
55-59,4325202,4456943
60-64,3776038,3971162
65-69,3393390,3789617
70-74,2725295,3282862
75-79,1679454,2593312
80-84,946054,1750078
85-89,503940,1103832
90-94,170815,461000
95-99,33788,122663
100+,3362,17822
