Age,M,F
0-4,4770757,4541483
5-9,4911094,4672681
10-14,4345780,4155032
15-19,4072902,3918240
20-24,4116520,4005052
25-29,5282696,5134151
30-34,5056782,4931009
35-39,4519900,4480627
40-44,4248179,4212638
45-49,3939756,3946768
50-54,3300397,3519701
55-59,2243628,2898373
60-64,1964963,2452472
65-69,1720231,2146887
70-74,1251707,1584764
75-79,828009,1138293
80-84,384033,620781
85-89,125934,250415
90-94,28573,70986
95-99,3800,12317
100+,231,972
