Age,M,F
0-4,3027767,2898029
5-9,3071963,2940462
10-14,3458412,3312693
15-19,3908325,3729567
20-24,4778764,4560103
25-29,4915553,4701269
30-34,4304478,4152019
35-39,3974126,3853928
40-44,4004505,3918509
45-49,5074262,5029350
50-54,4654035,4661799
55-59,4221260,4347038
60-64,3774823,3996087
65-69,3255130,3645473
70-74,2505264,3124627
75-79,1443821,2356733
80-84,921544,1654077
85-89,460743,999189
90-94,146322,380511
95-99,29287,100628
100+,2670,13235
