Age,M,F
0-4,2266489,2167333
5-9,2604240,2486954
10-14,2760758,2638024
15-19,2919544,2784868
20-24,3085569,2951587
25-29,3122727,2971571
30-34,3326827,3189899
35-39,3643626,3534402
40-44,4255618,4134781
45-49,4890641,4779619
50-54,4281912,4225315
55-59,3923242,3903316
60-64,3642943,3701570
65-69,3949594,4172048
70-74,4421291,4889692
75-79,3276373,3995466
80-84,2354732,3228838
85-89,1411432,2491669
90-94,595284,1448009
95-99,133683,556388
100+,15077,111801
