Age,M,F
0-4,4678279,4511186
5-9,5617244,5427195
10-14,4813932,4742319
15-19,4377476,4345785
20-24,4274759,4294308
25-29,3898545,3893098
30-34,2887108,3376861
35-39,2346316,2799312
40-44,2361160,2639057
45-49,2142103,2246496
50-54,1937210,1922399
55-59,1612438,1616393
60-64,1237295,1292356
65-69,925845,1068412
70-74,592463,807957
75-79,326615,515958
80-84,140474,252532
85-89,42870,91546
90-94,8656,22091
95-99,876,3105
100+,36,207
