Age,M,F
0-4,2522600,2410116
5-9,2709224,2586874
10-14,2799776,2678875
15-19,3042194,2898075
20-24,3108037,2974091
25-29,3208905,3058838
30-34,3545438,3411483
35-39,3952236,3834838
40-44,4801527,4666003
45-49,4658993,4573013
50-54,4023661,3975887
55-59,3743939,3743375
60-64,3799278,3881991
65-69,4832075,5127938
70-74,3671126,4125961
75-79,3094069,3763166
80-84,2255816,3203421
85-89,1242083,2288377
90-94,488997,1288064
95-99,101146,461632
100+,13358,95966
