Age,M,F
0-4,2800123,2677856
5-9,2971093,2841772
10-14,3035330,2908502
15-19,3184493,3043858
20-24,3585936,3430745
25-29,4022577,3850812
30-34,4872730,4689694
35-39,4726557,4593305
40-44,4109798,4030943
45-49,3853312,3811199
50-54,3985471,3977286
55-59,5195787,5264317
60-64,4140609,4316768
65-69,3777882,4101688
70-74,3242013,3778991
75-79,2458707,3211913
80-84,1517767,2481521
85-89,633265,1491306
90-94,260754,752590
95-99,64497,261557
100+,6987,44106
