Age,M,F
0-4,4942461,4693705
5-9,4327612,4137234
10-14,4056707,3896423
15-19,4111397,3993422
20-24,5230058,5148450
25-29,5044520,4952029
30-34,4602656,4547069
35-39,4294480,4235718
40-44,4031523,3980069
45-49,3395014,3563953
50-54,2336194,2956931
55-59,2094040,2534492
60-64,1906043,2255233
65-69,1493302,1738570
70-74,1122812,1376436
75-79,641893,892852
80-84,292197,485042
85-89,90418,192980
90-94,19464,53971
95-99,2583,8691
100+,153,664
