Age,M,F
0-4,2765969,2642706
5-9,2863481,2740094
10-14,3013502,2884667
15-19,3101642,2958619
20-24,3336031,3197390
25-29,3710342,3556298
30-34,4321179,4162064
35-39,4962095,4806793
40-44,4372612,4283192
45-49,4031022,3979351
50-54,3808582,3792300
55-59,4235492,4287404
60-64,4958473,5100557
65-69,3995116,4343843
70-74,3309008,3776766
75-79,2672511,3437922
80-84,1784807,2728099
85-89,803500,1775284
90-94,283327,854276
95-99,77044,321727
100+,9287,61048
