Age,M,F
0-4,4342158,4151916
5-9,4029281,3872051
10-14,4089838,3954205
15-19,5263784,5166451
20-24,4903082,4888767
25-29,4584379,4570233
30-34,4332680,4268475
35-39,4074686,4007566
40-44,3477134,3593419
45-49,2397329,2999337
50-54,2194202,2594532
55-59,2051397,2340522
60-64,1693131,1844695
65-69,1387695,1547426
70-74,916262,1119508
75-79,523740,734814
80-84,225013,392199
85-89,67926,157432
90-94,14152,39580
95-99,1781,5935
100+,106,449
