Age,M,F
0-4,3047379,2910827
5-9,3276483,3135472
10-14,3668701,3517346
15-19,4375046,4170595
20-24,5101148,4874369
25-29,4484610,4298924
30-34,4159377,3999592
35-39,3943622,3828655
40-44,4467815,4388537
45-49,5331990,5257834
50-54,4446057,4515899
55-59,3924262,4037760
60-64,3624547,3878229
65-69,3042726,3434153
70-74,1999141,2811683
75-79,1298650,2064840
80-84,871185,1531078
85-89,387792,810268
90-94,118398,294700
95-99,22525,71447
100+,1968,8328
