Age,M,F
0-4,3482952,3322341
5-9,3875977,3698714
10-14,4735076,4516883
15-19,4952535,4723457
20-24,4367658,4198283
25-29,4051479,3885266
30-34,4079784,3942172
35-39,5188476,5072956
40-44,4828705,4753750
45-49,4413934,4442512
50-54,4062914,4129256
55-59,3676879,3825086
60-64,3023786,3375169
65-69,1956613,2722206
70-74,1577955,2200550
75-79,1179212,1758743
80-84,642879,1057390
85-89,269068,520721
90-94,71468,164793
95-99,12057,34267
100+,909,3458
